reference_number,title,category,location,tor_document,application_form,source_page
279,Request for Proposals (TORs),Consultancy,,http://wwf.org.pk/eoffice/consultancy/consultupload/279-41461-Request for Proposals (TORs).pdf,https://forms.office.com/e/sxNStCNxPM,https://wwf.org.pk/consultancy/
277,ToRs Training of master trainers for FSS,Training,,http://wwf.org.pk/eoffice/consultancy/consultupload/277-47025-ToRs_Training of master trainers for FSS.pdf,https://forms.office.com/e/sxNStCNxPM,https://wwf.org.pk/consultancy/
276,Terms of Reference,General,,http://wwf.org.pk/eoffice/consultancy/consultupload/276-44704-Terms of Reference.pdf,https://forms.office.com/e/sxNStCNxPM,https://wwf.org.pk/consultancy/
275,TORs for Lab Testing of Samples for Determination of Carbon Content,Consultancy,,http://wwf.org.pk/eoffice/consultancy/consultupload/275-99908-TORs for Lab Testing of Samples for Determination of Carbon Content.pdf,https://forms.office.com/e/sxNStCNxPM,https://wwf.org.pk/consultancy/
274,TOR Arrange mobilization and awareness session RT SI Reviewed,Consultancy,,http://wwf.org.pk/eoffice/consultancy/consultupload/274-97379-TOR_Arrange mobilization and awareness session RT-SI-Reviewed.pdf,https://forms.office.com/e/sxNStCNxPM,https://wwf.org.pk/consultancy/
273,ToRs for Disaster Preparedness & Climate Change Adaptation Plans of Action V1 SI,Consultancy,,http://wwf.org.pk/eoffice/consultancy/consultupload/273-68871-ToRs for Disaster Preparedness & Climate Change Adaptation Plans of Action -V1_SI-Final.pdf,https://forms.office.com/e/sxNStCNxPM,https://wwf.org.pk/consultancy/
272,RMG Value addition study ToRs,Assessment/Study,,http://wwf.org.pk/eoffice/consultancy/consultupload/272-35642-RMG Value addition study-ToRs.pdf,https://forms.office.com/e/sxNStCNxPM,https://wwf.org.pk/consultancy/
271,TORs Transparency and Traceability in Leather Supply Chain of Pakistan,Consultancy,,http://wwf.org.pk/eoffice/consultancy/consultupload/271-49391-TORs  Transparency and Traceability in Leather Supply Chain of Pakistan.pdf,https://forms.office.com/e/sxNStCNxPM,https://wwf.org.pk/consultancy/
270,ToRs GIS Mapping BRI BEAST,GIS/Mapping,,http://wwf.org.pk/eoffice/consultancy/consultupload/270-36486-ToRs_GIS Mapping_BRI - BEAST.pdf,https://forms.office.com/e/sxNStCNxPM,https://wwf.org.pk/consultancy/
268,TORs GE FIlm,Consultancy,,http://wwf.org.pk/eoffice/consultancy/consultupload/268-69135-TORs -GE- FIlm.pdf,https://forms.office.com/e/sxNStCNxPM,https://wwf.org.pk/consultancy/
267,TORs Digital training manuals Web,Training,,http://wwf.org.pk/eoffice/consultancy/consultupload/267-64774-TORs_Digital training manuals Web.pdf,https://forms.office.com/e/sxNStCNxPM,https://wwf.org.pk/consultancy/
266,ToRsArtificial Egg Incubation OCP,Consultancy,,http://wwf.org.pk/eoffice/consultancy/consultupload/266-60595-ToRsArtificial Egg Incubation-OCP.pdf,https://forms.office.com/e/sxNStCNxPM,https://wwf.org.pk/consultancy/
